"","id","team1","team2","season","city","win_by_runs","win_by_wickets","t1ha","t2ha","t1tw","t2tw","t1twbf","t1twff","t2twbf","t2twff","team1tm","team1mw","team1wp","team1wr","team1rs","team1rspi","team1w","team1wpi","team2tm","team2mw","team2wp","team2wr","team2rs","team2rspi","team2w","team2wpi","winner"
"120",524,"Kings XI Punjab","Delhi Daredevils",2016,"Delhi",0,8,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,133,56,42.1052631578947,77,19734,149,753,6,1
"277",525,"Sunrisers Hyderabad","Kolkata Knight Riders",2016,"Hyderabad",0,8,1,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,132,68,51.5151515151515,64,19481,148,762,6,1
"163",526,"Mumbai Indians","Gujarat Lions",2016,"Mumbai",0,3,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,16,9,56.25,7,2450,154,81,6,1
"197",527,"Rising Pune Supergiants","Kings XI Punjab",2016,"Chandigarh",0,6,0,0,1,0,1,-1,0,0,14,5,35.7142857142857,9,2063,148,76,6,134,63,47.0149253731343,71,20861,156,761,6,1
"126",528,"Royal Challengers Bangalore","Delhi Daredevils",2016,"Bangalore",0,7,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,133,56,42.1052631578947,77,19734,149,753,6,1
"572",529,"Mumbai Indians","Sunrisers Hyderabad",2016,"Hyderabad",0,7,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,62,34,54.8387096774194,28,9303,151,364,6,1
"287",530,"Kings XI Punjab","Kolkata Knight Riders",2016,"Chandigarh",0,6,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"325",531,"Royal Challengers Bangalore","Mumbai Indians",2016,"Mumbai",0,6,0,1,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,140,80,57.1428571428571,60,21721,156,844,7,1
"557",532,"Gujarat Lions","Sunrisers Hyderabad",2016,"Rajkot",0,10,1,0,0,1,0,0,-1,1,16,9,56.25,7,2450,154,81,6,62,34,54.8387096774194,28,9303,151,364,6,1
"472",533,"Royal Challengers Bangalore","Rising Pune Supergiants",2016,"Pune",13,0,0,1,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,14,5,35.7142857142857,9,2063,148,76,6,0
"352",534,"Delhi Daredevils","Mumbai Indians",2016,"Delhi",10,0,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,140,80,57.1428571428571,60,21721,156,844,7,0
"564",535,"Kings XI Punjab","Sunrisers Hyderabad",2016,"Hyderabad",0,5,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,62,34,54.8387096774194,28,9303,151,364,6,1
"166",536,"Royal Challengers Bangalore","Gujarat Lions",2016,"Rajkot",0,6,0,1,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,16,9,56.25,7,2450,154,81,6,1
"264",537,"Rising Pune Supergiants","Kolkata Knight Riders",2016,"Pune",0,2,1,0,0,1,0,0,-1,1,14,5,35.7142857142857,9,2063,148,76,6,132,68,51.5151515151515,64,19481,148,762,6,1
"193",538,"Mumbai Indians","Kings XI Punjab",2016,"Chandigarh",25,0,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,134,63,47.0149253731343,71,20861,156,761,6,0
"470",539,"Sunrisers Hyderabad","Rising Pune Supergiants",2016,"Hyderabad",34,0,1,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,14,5,35.7142857142857,9,2063,148,76,6,1
"135",540,"Gujarat Lions","Delhi Daredevils",2016,"Delhi",1,0,0,1,0,1,0,0,-1,1,16,9,56.25,7,2450,154,81,6,133,56,42.1052631578947,77,19734,149,753,6,0
"348",541,"Kolkata Knight Riders","Mumbai Indians",2016,"Mumbai",0,6,0,1,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,140,80,57.1428571428571,60,21721,156,844,7,1
"165",542,"Rising Pune Supergiants","Gujarat Lions",2016,"Pune",0,3,1,0,0,1,0,0,-1,1,14,5,35.7142857142857,9,2063,148,76,6,16,9,56.25,7,2450,154,81,6,1
"291",543,"Delhi Daredevils","Kolkata Knight Riders",2016,"Delhi",27,0,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,132,68,51.5151515151515,64,19481,148,762,6,0
"487",544,"Sunrisers Hyderabad","Royal Challengers Bangalore",2016,"Hyderabad",15,0,1,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,139,70,50.3597122302158,69,21591,156,804,6,0
"170",545,"Kings XI Punjab","Gujarat Lions",2016,"Rajkot",23,0,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,16,9,56.25,7,2450,154,81,6,0
"357",546,"Rising Pune Supergiants","Mumbai Indians",2016,"Pune",0,8,1,0,0,1,0,0,-1,1,14,5,35.7142857142857,9,2063,148,76,6,140,80,57.1428571428571,60,21721,156,844,7,1
"305",547,"Royal Challengers Bangalore","Kolkata Knight Riders",2016,"Bangalore",0,5,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,132,68,51.5151515151515,64,19481,148,762,6,1
"108",548,"Gujarat Lions","Delhi Daredevils",2016,"Rajkot",0,8,1,0,0,1,0,0,-1,1,16,9,56.25,7,2450,154,81,6,133,56,42.1052631578947,77,19734,149,753,6,1
"204",549,"Kolkata Knight Riders","Kings XI Punjab",2016,"Kolkata",7,0,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,134,63,47.0149253731343,71,20861,156,761,6,0
"474",550,"Delhi Daredevils","Rising Pune Supergiants",2016,"Delhi",0,7,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,14,5,35.7142857142857,9,2063,148,76,6,1
"565",551,"Gujarat Lions","Sunrisers Hyderabad",2016,"Hyderabad",0,5,0,1,0,1,0,0,-1,1,16,9,56.25,7,2450,154,81,6,62,34,54.8387096774194,28,9303,151,364,6,1
"490",552,"Rising Pune Supergiants","Royal Challengers Bangalore",2016,"Bangalore",0,7,0,1,0,1,0,0,-1,1,14,5,35.7142857142857,9,2063,148,76,6,139,70,50.3597122302158,69,21591,156,804,6,1
"116",553,"Kings XI Punjab","Delhi Daredevils",2016,"Chandigarh",9,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,133,56,42.1052631578947,77,19734,149,753,6,0
"317",554,"Sunrisers Hyderabad","Mumbai Indians",2016,"Visakhapatnam",85,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,140,80,57.1428571428571,60,21721,156,844,7,0
"168",555,"Kolkata Knight Riders","Gujarat Lions",2016,"Kolkata",0,5,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,16,9,56.25,7,2450,154,81,6,1
"201",556,"Royal Challengers Bangalore","Kings XI Punjab",2016,"Chandigarh",1,0,0,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,0
"475",557,"Sunrisers Hyderabad","Rising Pune Supergiants",2016,"Visakhapatnam",4,0,0,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,14,5,35.7142857142857,9,2063,148,76,6,0
"363",558,"Royal Challengers Bangalore","Mumbai Indians",2016,"Bangalore",0,6,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,140,80,57.1428571428571,60,21721,156,844,7,1
"127",559,"Sunrisers Hyderabad","Delhi Daredevils",2016,"Hyderabad",0,7,1,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,133,56,42.1052631578947,77,19734,149,753,6,1
"198",560,"Mumbai Indians","Kings XI Punjab",2016,"Visakhapatnam",0,7,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,134,63,47.0149253731343,71,20861,156,761,6,1
"172",561,"Royal Challengers Bangalore","Gujarat Lions",2016,"Bangalore",144,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,16,9,56.25,7,2450,154,81,6,0
"297",562,"Rising Pune Supergiants","Kolkata Knight Riders",2016,"Kolkata",0,8,0,1,1,0,1,-1,0,0,14,5,35.7142857142857,9,2063,148,76,6,132,68,51.5151515151515,64,19481,148,762,6,1
"571",563,"Kings XI Punjab","Sunrisers Hyderabad",2016,"Chandigarh",0,7,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,62,34,54.8387096774194,28,9303,151,364,6,1
"112",564,"Mumbai Indians","Delhi Daredevils",2016,"Visakhapatnam",80,0,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,0
"488",565,"Kolkata Knight Riders","Royal Challengers Bangalore",2016,"Kolkata",0,9,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,1
"471",566,"Delhi Daredevils","Rising Pune Supergiants",2016,"Visakhapatnam",19,0,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,14,5,35.7142857142857,9,2063,148,76,6,1
"205",567,"Royal Challengers Bangalore","Kings XI Punjab",2016,"Bangalore",82,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,0
"167",568,"Kolkata Knight Riders","Gujarat Lions",2016,"Kanpur",0,6,0,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,16,9,56.25,7,2450,154,81,6,1
"92",569,"Sunrisers Hyderabad","Delhi Daredevils",2016,"Raipur",0,6,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,133,56,42.1052631578947,77,19734,149,753,6,1
"473",570,"Kings XI Punjab","Rising Pune Supergiants",2016,"Visakhapatnam",0,4,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,14,5,35.7142857142857,9,2063,148,76,6,1
"164",571,"Mumbai Indians","Gujarat Lions",2016,"Kanpur",0,6,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,16,9,56.25,7,2450,154,81,6,1
"563",572,"Kolkata Knight Riders","Sunrisers Hyderabad",2016,"Kolkata",22,0,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,62,34,54.8387096774194,28,9303,151,364,6,0
"493",573,"Delhi Daredevils","Royal Challengers Bangalore",2016,"Raipur",0,6,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,1
"496",574,"Gujarat Lions","Royal Challengers Bangalore",2016,"Bangalore",0,4,0,1,0,1,0,0,-1,1,16,9,56.25,7,2450,154,81,6,139,70,50.3597122302158,69,21591,156,804,6,1
"245",575,"Sunrisers Hyderabad","Kolkata Knight Riders",2016,"Delhi",22,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,132,68,51.5151515151515,64,19481,148,762,6,0
"570",576,"Gujarat Lions","Sunrisers Hyderabad",2016,"Delhi",0,4,0,0,0,1,0,0,-1,1,16,9,56.25,7,2450,154,81,6,62,34,54.8387096774194,28,9303,151,364,6,1
"526",577,"Sunrisers Hyderabad","Royal Challengers Bangalore",2016,"Bangalore",8,0,0,1,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,139,70,50.3597122302158,69,21591,156,804,6,0
