"","id","team1","team2","season","city","win_by_runs","win_by_wickets","t1ha","t2ha","t1tw","t2tw","t1twbf","t1twff","t2twbf","t2twff","team1tm","team1mw","team1wp","team1wr","team1rs","team1rspi","team1w","team1wpi","team2tm","team2mw","team2wp","team2wr","team2rs","team2rspi","team2w","team2wpi","winner"
"329",395,"Chennai Super Kings","Mumbai Indians",2013,"Delhi",48,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,0
"468",396,"Sunrisers Hyderabad","Rajasthan Royals",2013,"Delhi",0,4,0,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,118,63,53.3898305084746,55,17703,151,704,6,1
"361",397,"Rajasthan Royals","Mumbai Indians",2013,"Kolkata",0,4,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,140,80,57.1428571428571,60,21721,156,844,7,1
"10",398,"Mumbai Indians","Chennai Super Kings",2013,"Kolkata",23,0,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,0
"349",399,"Kolkata Knight Riders","Mumbai Indians",2014,"Abu Dhabi",41,0,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,140,80,57.1428571428571,60,21721,156,844,7,0
"519",400,"Delhi Daredevils","Royal Challengers Bangalore",2014,"Sharjah",0,8,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,1
"232",401,"Chennai Super Kings","Kings XI Punjab",2014,"Abu Dhabi",0,6,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,134,63,47.0149253731343,71,20861,156,761,6,1
"447",402,"Sunrisers Hyderabad","Rajasthan Royals",2014,"Abu Dhabi",0,4,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,118,63,53.3898305084746,55,17703,151,704,6,1
"529",403,"Mumbai Indians","Royal Challengers Bangalore",2014,"Dubai",0,7,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,1
"99",404,"Kolkata Knight Riders","Delhi Daredevils",2014,"Dubai",0,4,0,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,133,56,42.1052631578947,77,19734,149,753,6,1
"231",405,"Rajasthan Royals","Kings XI Punjab",2014,"Sharjah",0,7,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,134,63,47.0149253731343,71,20861,156,761,6,1
"113",406,"Chennai Super Kings","Delhi Daredevils",2014,"Abu Dhabi",93,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,133,56,42.1052631578947,77,19734,149,753,6,0
"575",407,"Kings XI Punjab","Sunrisers Hyderabad",2014,"Sharjah",72,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,62,34,54.8387096774194,28,9303,151,364,6,0
"448",408,"Chennai Super Kings","Rajasthan Royals",2014,"Dubai",7,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,0
"516",409,"Kolkata Knight Riders","Royal Challengers Bangalore",2014,"Sharjah",2,0,0,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,0
"100",410,"Sunrisers Hyderabad","Delhi Daredevils",2014,"Dubai",4,0,0,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,133,56,42.1052631578947,77,19734,149,753,6,0
"9",411,"Mumbai Indians","Chennai Super Kings",2014,"Dubai",0,7,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,1
"418",412,"Royal Challengers Bangalore","Rajasthan Royals",2014,"Abu Dhabi",0,6,0,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,1
"275",413,"Kings XI Punjab","Kolkata Knight Riders",2014,"Abu Dhabi",23,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,0
"144",414,"Mumbai Indians","Delhi Daredevils",2014,"Sharjah",0,6,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,1
"43",415,"Sunrisers Hyderabad","Chennai Super Kings",2014,"Sharjah",0,5,0,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,131,79,60.3053435114504,52,20899,160,820,7,1
"222",416,"Royal Challengers Bangalore","Kings XI Punjab",2014,"Dubai",0,5,0,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,1
"272",417,"Rajasthan Royals","Kolkata Knight Riders",2014,"Abu Dhabi",0,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,0
"364",418,"Sunrisers Hyderabad","Mumbai Indians",2014,"Dubai",15,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,140,80,57.1428571428571,60,21721,156,844,7,0
"250",419,"Chennai Super Kings","Kolkata Knight Riders",2014,"Ranchi",34,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,0
"360",420,"Kings XI Punjab","Mumbai Indians",2014,"Mumbai",0,5,0,1,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,1
"451",421,"Delhi Daredevils","Rajasthan Royals",2014,"Delhi",0,7,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,118,63,53.3898305084746,55,17703,151,704,6,1
"507",422,"Sunrisers Hyderabad","Royal Challengers Bangalore",2014,"Bangalore",0,4,0,1,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,139,70,50.3597122302158,69,21591,156,804,6,1
"298",423,"Rajasthan Royals","Kolkata Knight Riders",2014,"Ahmedabad",10,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,0
"25",424,"Delhi Daredevils","Chennai Super Kings",2014,"Delhi",0,8,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,131,79,60.3053435114504,52,20899,160,820,7,1
"544",425,"Mumbai Indians","Royal Challengers Bangalore",2014,"Mumbai",19,0,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,0
"270",426,"Delhi Daredevils","Kolkata Knight Riders",2014,"Delhi",0,8,1,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,132,68,51.5151515151515,64,19481,148,762,6,1
"46",427,"Kings XI Punjab","Chennai Super Kings",2014,"Cuttack",44,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,131,79,60.3053435114504,52,20899,160,820,7,0
"452",428,"Sunrisers Hyderabad","Rajasthan Royals",2014,"Ahmedabad",32,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,118,63,53.3898305084746,55,17703,151,704,6,0
"531",429,"Kings XI Punjab","Royal Challengers Bangalore",2014,"Bangalore",32,0,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,139,70,50.3597122302158,69,21591,156,804,6,0
"574",430,"Delhi Daredevils","Sunrisers Hyderabad",2014,"Delhi",0,8,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,62,34,54.8387096774194,28,9303,151,364,6,1
"53",431,"Mumbai Indians","Chennai Super Kings",2014,"Mumbai",0,4,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,1
"268",432,"Kings XI Punjab","Kolkata Knight Riders",2014,"Cuttack",0,9,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"449",433,"Royal Challengers Bangalore","Rajasthan Royals",2014,"Bangalore",0,5,1,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,1
"368",434,"Sunrisers Hyderabad","Mumbai Indians",2014,"Hyderabad",0,7,1,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,140,80,57.1428571428571,60,21721,156,844,7,1
"47",435,"Rajasthan Royals","Chennai Super Kings",2014,"Ranchi",0,5,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,131,79,60.3053435114504,52,20899,160,820,7,1
"155",436,"Royal Challengers Bangalore","Delhi Daredevils",2014,"Bangalore",16,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,133,56,42.1052631578947,77,19734,149,753,6,0
"195",437,"Sunrisers Hyderabad","Kings XI Punjab",2014,"Hyderabad",0,6,1,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,134,63,47.0149253731343,71,20861,156,761,6,1
"276",438,"Mumbai Indians","Kolkata Knight Riders",2014,"Cuttack",0,6,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,132,68,51.5151515151515,64,19481,148,762,6,1
"119",439,"Rajasthan Royals","Delhi Daredevils",2014,"Ahmedabad",62,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,133,56,42.1052631578947,77,19734,149,753,6,0
"522",440,"Chennai Super Kings","Royal Challengers Bangalore",2014,"Ranchi",0,5,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,1
"313",441,"Sunrisers Hyderabad","Kolkata Knight Riders",2014,"Hyderabad",0,7,1,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,132,68,51.5151515151515,64,19481,148,762,6,1
"445",442,"Mumbai Indians","Rajasthan Royals",2014,"Ahmedabad",25,0,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,118,63,53.3898305084746,55,17703,151,704,6,0
"203",443,"Delhi Daredevils","Kings XI Punjab",2014,"Delhi",0,4,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,134,63,47.0149253731343,71,20861,156,761,6,1
"561",444,"Royal Challengers Bangalore","Sunrisers Hyderabad",2014,"Hyderabad",0,7,0,1,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,62,34,54.8387096774194,28,9303,151,364,6,1
"269",445,"Chennai Super Kings","Kolkata Knight Riders",2014,"Kolkata",0,8,0,1,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,1
"362",446,"Kings XI Punjab","Mumbai Indians",2014,"Chandigarh",0,7,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,1
"479",447,"Kolkata Knight Riders","Royal Challengers Bangalore",2014,"Kolkata",30,0,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,0
"556",448,"Chennai Super Kings","Sunrisers Hyderabad",2014,"Ranchi",0,6,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,62,34,54.8387096774194,28,9303,151,364,6,1
"162",449,"Mumbai Indians","Delhi Daredevils",2014,"Mumbai",15,0,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,133,56,42.1052631578947,77,19734,149,753,6,0
"429",450,"Kings XI Punjab","Rajasthan Royals",2014,"Chandigarh",16,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,118,63,53.3898305084746,55,17703,151,704,6,0
"30",451,"Royal Challengers Bangalore","Chennai Super Kings",2014,"Bangalore",0,8,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,131,79,60.3053435114504,52,20899,160,820,7,1
"300",452,"Sunrisers Hyderabad","Kolkata Knight Riders",2014,"Kolkata",0,4,0,1,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,132,68,51.5151515151515,64,19481,148,762,6,1
"189",453,"Delhi Daredevils","Kings XI Punjab",2014,"Chandigarh",0,7,0,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,134,63,47.0149253731343,71,20861,156,761,6,1
"378",454,"Rajasthan Royals","Mumbai Indians",2014,"Mumbai",0,5,0,1,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,140,80,57.1428571428571,60,21721,156,844,7,1
"210",455,"Kolkata Knight Riders","Kings XI Punjab",2014,"Kolkata",28,0,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,134,63,47.0149253731343,71,20861,156,761,6,0
"38",456,"Mumbai Indians","Chennai Super Kings",2014,"Mumbai",0,7,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,1
"45",457,"Kings XI Punjab","Chennai Super Kings",2014,"Mumbai",24,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,131,79,60.3053435114504,52,20899,160,820,7,0
"310",458,"Kings XI Punjab","Kolkata Knight Riders",2014,"Bangalore",0,3,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"281",459,"Mumbai Indians","Kolkata Knight Riders",2015,"Kolkata",0,7,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,132,68,51.5151515151515,64,19481,148,762,6,1
"109",460,"Chennai Super Kings","Delhi Daredevils",2015,"Chennai",1,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,133,56,42.1052631578947,77,19734,149,753,6,0
"227",461,"Rajasthan Royals","Kings XI Punjab",2015,"Pune",26,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,134,63,47.0149253731343,71,20861,156,761,6,0
"569",462,"Chennai Super Kings","Sunrisers Hyderabad",2015,"Chennai",45,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,62,34,54.8387096774194,28,9303,151,364,6,0
"518",463,"Kolkata Knight Riders","Royal Challengers Bangalore",2015,"Kolkata",0,3,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,1
"420",464,"Delhi Daredevils","Rajasthan Royals",2015,"Delhi",0,3,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,118,63,53.3898305084746,55,17703,151,704,6,1
"374",465,"Kings XI Punjab","Mumbai Indians",2015,"Mumbai",18,0,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,140,80,57.1428571428571,60,21721,156,844,7,0
"566",466,"Royal Challengers Bangalore","Sunrisers Hyderabad",2015,"Bangalore",0,8,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,62,34,54.8387096774194,28,9303,151,364,6,1
"415",467,"Mumbai Indians","Rajasthan Royals",2015,"Ahmedabad",0,7,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,118,63,53.3898305084746,55,17703,151,704,6,1
"265",468,"Chennai Super Kings","Kolkata Knight Riders",2015,"Kolkata",0,7,0,1,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,1
"123",469,"Kings XI Punjab","Delhi Daredevils",2015,"Pune",0,5,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,133,56,42.1052631578947,77,19734,149,753,6,1
"457",470,"Sunrisers Hyderabad","Rajasthan Royals",2015,"Visakhapatnam",0,6,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,118,63,53.3898305084746,55,17703,151,704,6,1
"34",471,"Mumbai Indians","Chennai Super Kings",2015,"Mumbai",0,6,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,1
"559",472,"Delhi Daredevils","Sunrisers Hyderabad",2015,"Visakhapatnam",4,0,0,0,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,62,34,54.8387096774194,28,9303,151,364,6,0
"248",473,"Kings XI Punjab","Kolkata Knight Riders",2015,"Pune",0,4,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"410",474,"Chennai Super Kings","Rajasthan Royals",2015,"Ahmedabad",0,8,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,1
"483",475,"Mumbai Indians","Royal Challengers Bangalore",2015,"Bangalore",18,0,0,1,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,139,70,50.3597122302158,69,21591,156,804,6,0
"255",476,"Delhi Daredevils","Kolkata Knight Riders",2015,"Delhi",0,6,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,132,68,51.5151515151515,64,19481,148,762,6,1
"186",477,"Rajasthan Royals","Kings XI Punjab",2015,"Ahmedabad",0,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,134,63,47.0149253731343,71,20861,156,761,6,1
"256",478,"Sunrisers Hyderabad","Kolkata Knight Riders",2015,"Visakhapatnam",16,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,132,68,51.5151515151515,64,19481,148,762,6,0
"521",479,"Chennai Super Kings","Royal Challengers Bangalore",2015,"Bangalore",27,0,0,1,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,0
"369",480,"Delhi Daredevils","Mumbai Indians",2015,"Delhi",37,0,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,140,80,57.1428571428571,60,21721,156,844,7,0
"503",481,"Rajasthan Royals","Royal Challengers Bangalore",2015,"Ahmedabad",0,9,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,139,70,50.3597122302158,69,21591,156,804,6,1
"573",482,"Mumbai Indians","Sunrisers Hyderabad",2015,"Mumbai",20,0,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,62,34,54.8387096774194,28,9303,151,364,6,0
"174",483,"Chennai Super Kings","Kings XI Punjab",2015,"Chennai",97,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,134,63,47.0149253731343,71,20861,156,761,6,0
"549",484,"Delhi Daredevils","Royal Challengers Bangalore",2015,"Delhi",0,10,1,0,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,1
"234",485,"Sunrisers Hyderabad","Kings XI Punjab",2015,"Chandigarh",20,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,134,63,47.0149253731343,71,20861,156,761,6,0
"140",486,"Kolkata Knight Riders","Delhi Daredevils",2015,"Kolkata",13,0,1,0,1,0,1,-1,0,0,132,68,51.5151515151515,64,19481,148,762,6,133,56,42.1052631578947,77,19734,149,753,6,0
"432",487,"Royal Challengers Bangalore","Rajasthan Royals",2015,"Bangalore",0,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,0
"266",488,"Chennai Super Kings","Kolkata Knight Riders",2015,"Chennai",2,0,0,0,0,1,0,0,-1,1,131,79,60.3053435114504,52,20899,160,820,7,132,68,51.5151515151515,64,19481,148,762,6,0
"94",489,"Kings XI Punjab","Delhi Daredevils",2015,"Delhi",0,9,0,1,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,133,56,42.1052631578947,77,19734,149,753,6,1
"464",490,"Mumbai Indians","Rajasthan Royals",2015,"Mumbai",8,0,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,118,63,53.3898305084746,55,17703,151,704,6,0
"536",491,"Kolkata Knight Riders","Royal Challengers Bangalore",2015,"Bangalore",0,7,0,1,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,139,70,50.3597122302158,69,21591,156,804,6,1
"39",492,"Sunrisers Hyderabad","Chennai Super Kings",2015,"Hyderabad",22,0,1,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,131,79,60.3053435114504,52,20899,160,820,7,0
"187",493,"Mumbai Indians","Kings XI Punjab",2015,"Chandigarh",23,0,0,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,134,63,47.0149253731343,71,20861,156,761,6,0
"148",494,"Rajasthan Royals","Delhi Daredevils",2015,"Mumbai",14,0,0,0,0,1,0,0,-1,1,118,63,53.3898305084746,55,17703,151,704,6,133,56,42.1052631578947,77,19734,149,753,6,0
"477",495,"Chennai Super Kings","Royal Challengers Bangalore",2015,"Chennai",24,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,139,70,50.3597122302158,69,21591,156,804,6,0
"555",496,"Kolkata Knight Riders","Sunrisers Hyderabad",2015,"Kolkata",35,0,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,62,34,54.8387096774194,28,9303,151,364,6,0
"341",497,"Delhi Daredevils","Mumbai Indians",2015,"Mumbai",0,5,0,1,1,0,1,-1,0,0,133,56,42.1052631578947,77,19734,149,753,6,140,80,57.1428571428571,60,21721,156,844,7,1
"236",498,"Royal Challengers Bangalore","Kings XI Punjab",2015,"Bangalore",138,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,134,63,47.0149253731343,71,20861,156,761,6,0
"466",499,"Sunrisers Hyderabad","Rajasthan Royals",2015,"Mumbai",7,0,0,0,0,1,0,0,-1,1,62,34,54.8387096774194,28,9303,151,364,6,118,63,53.3898305084746,55,17703,151,704,6,0
"324",500,"Chennai Super Kings","Mumbai Indians",2015,"Chennai",0,6,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,140,80,57.1428571428571,60,21721,156,844,7,1
"282",501,"Kings XI Punjab","Kolkata Knight Riders",2015,"Kolkata",0,1,0,1,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,132,68,51.5151515151515,64,19481,148,762,6,1
"125",502,"Sunrisers Hyderabad","Delhi Daredevils",2015,"Raipur",6,0,0,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,133,56,42.1052631578947,77,19734,149,753,6,0
"323",503,"Royal Challengers Bangalore","Mumbai Indians",2015,"Mumbai",39,0,0,1,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,140,80,57.1428571428571,60,21721,156,844,7,0
"419",504,"Chennai Super Kings","Rajasthan Royals",2015,"Chennai",12,0,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,118,63,53.3898305084746,55,17703,151,704,6,0
"212",505,"Sunrisers Hyderabad","Kings XI Punjab",2015,"Hyderabad",5,0,1,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,134,63,47.0149253731343,71,20861,156,761,6,0
"133",506,"Chennai Super Kings","Delhi Daredevils",2015,"Raipur",0,6,0,0,1,0,1,-1,0,0,131,79,60.3053435114504,52,20899,160,820,7,133,56,42.1052631578947,77,19734,149,753,6,1
"523",507,"Kings XI Punjab","Royal Challengers Bangalore",2015,"Chandigarh",22,0,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,139,70,50.3597122302158,69,21591,156,804,6,0
"290",508,"Mumbai Indians","Kolkata Knight Riders",2015,"Mumbai",5,0,1,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,132,68,51.5151515151515,64,19481,148,762,6,0
"506",509,"Sunrisers Hyderabad","Royal Challengers Bangalore",2015,"Hyderabad",0,6,1,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,139,70,50.3597122302158,69,21591,156,804,6,1
"49",510,"Kings XI Punjab","Chennai Super Kings",2015,"Chandigarh",0,7,0,0,1,0,1,-1,0,0,134,63,47.0149253731343,71,20861,156,761,6,131,79,60.3053435114504,52,20899,160,820,7,1
"273",511,"Rajasthan Royals","Kolkata Knight Riders",2015,"Mumbai",9,0,0,0,1,0,1,-1,0,0,118,63,53.3898305084746,55,17703,151,704,6,132,68,51.5151515151515,64,19481,148,762,6,0
"547",512,"Delhi Daredevils","Royal Challengers Bangalore",2015,"Bangalore",0,0,0,1,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,139,70,50.3597122302158,69,21591,156,804,6,0
"356",513,"Sunrisers Hyderabad","Mumbai Indians",2015,"Hyderabad",0,9,1,0,1,0,1,-1,0,0,62,34,54.8387096774194,28,9303,151,364,6,140,80,57.1428571428571,60,21721,156,844,7,1
"4",514,"Mumbai Indians","Chennai Super Kings",2015,"Mumbai",25,0,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,0
"441",515,"Royal Challengers Bangalore","Rajasthan Royals",2015,"Pune",71,0,0,0,1,0,1,-1,0,0,139,70,50.3597122302158,69,21591,156,804,6,118,63,53.3898305084746,55,17703,151,704,6,0
"19",516,"Royal Challengers Bangalore","Chennai Super Kings",2015,"Ranchi",0,3,0,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,131,79,60.3053435114504,52,20899,160,820,7,1
"33",517,"Mumbai Indians","Chennai Super Kings",2015,"Kolkata",41,0,0,0,0,1,0,0,-1,1,140,80,57.1428571428571,60,21721,156,844,7,131,79,60.3053435114504,52,20899,160,820,7,0
"469",518,"Mumbai Indians","Rising Pune Supergiants",2016,"Mumbai",0,9,1,0,1,0,1,-1,0,0,140,80,57.1428571428571,60,21721,156,844,7,14,5,35.7142857142857,9,2063,148,76,6,1
"260",519,"Delhi Daredevils","Kolkata Knight Riders",2016,"Kolkata",0,9,0,1,0,1,0,0,-1,1,133,56,42.1052631578947,77,19734,149,753,6,132,68,51.5151515151515,64,19481,148,762,6,1
"171",520,"Kings XI Punjab","Gujarat Lions",2016,"Chandigarh",0,5,0,0,0,1,0,0,-1,1,134,63,47.0149253731343,71,20861,156,761,6,16,9,56.25,7,2450,154,81,6,1
"562",521,"Royal Challengers Bangalore","Sunrisers Hyderabad",2016,"Bangalore",45,0,1,0,0,1,0,0,-1,1,139,70,50.3597122302158,69,21591,156,804,6,62,34,54.8387096774194,28,9303,151,364,6,0
"330",522,"Kolkata Knight Riders","Mumbai Indians",2016,"Kolkata",0,6,1,0,0,1,0,0,-1,1,132,68,51.5151515151515,64,19481,148,762,6,140,80,57.1428571428571,60,21721,156,844,7,1
"169",523,"Rising Pune Supergiants","Gujarat Lions",2016,"Rajkot",0,7,0,1,1,0,1,-1,0,0,14,5,35.7142857142857,9,2063,148,76,6,16,9,56.25,7,2450,154,81,6,1
